content,sentimen
Huwa bagus banget aplikasinya. Tersedia banyak banget lowongan kerja yang bisa aku kerjain dari rumah. Buat para pencari kerja direkomendasiin sih!,1
"Sip, mantap. Ga susah lagi sekarang cari loker, backround perusahaan dan kriteria yang dibutuhkan cukup jelas mendetail. Sangat memudahkan bagi kami para pencari kerja.",1
"Aplikasi ini sangat membantu, begitu banyak lowongan pekerjaan, mudah digunakan dan akses juga luas. Komunitasnya juga lengkap. Aplikasinya juga tidak membingungkan gampang dalam pencarian lowongan pekerjaan.",1
"Aplikasinya mudah digunakan dan ngga membingungkan. Tampilannya pun sangat nyaman untuk aplikasi pencari kerja. Dan di aplikasi ini jg bisa ikut kelas buat ngembangin skill. Kereen bgt, recommended",1
"Aplikasinya user friendly banget, lowongan pekerjaannya juga lebih lengkap dibanding beberapa aplikasi job seeker lainnya. Ada fitur follow up juga kalau lamarannya lama diproses, tapi aku gatau ini ngaruh apa gak. Ada fitur kelas2nya juga untuk ngembangin softskill dan hardskill kita dan ada challenge buat dapetin diskon kelas/webinarnya. Sejauh ini sangat memudahkan saya dalam mencari pekerjaan. Terimakasih tim glints yg sudah provide app sekeren ini.",1
Aplikasi yang memudahkan jobseeker mendapatkan pekerjaan dengan mudah,1
Yang mau cari lowongan kerja disini aja guys. Mantab banget jobnya lancar. Gaji juga sangat menarik. Buruan download yah,1
"Aplikasinya berguna banget buat yang mau cari lowongan, ada lowongan profesional sama non profesional, terus juga pasti di respon lowongan nya. Lowongan nya nggak cuma di Indonesia lagi, lowongan di Singapore, Malaysia, Taiwan, sama Hongkong juga ada. Di aplikasinya juga bisa saling share sama dapet informasi tentang karir juga. Aplikasinya user friendly jadi nggak bikin bingung. Pokoknya glints platform karir terbaik di Asia Tenggara deh!",1
"Aplikasinnya sangat berguna bagi orang yang ingin mencari pekerjaan,banyaj menampilkan informasi yang akurat,banyak pilihan sesuai keterampilan kita,informasi lengkap",1
"Sangat bagus bisa membantu dalam mencari pekerjaan, terimakasih ðŸ™",1
"Aplikasi Glints menyediakan beragam lowongan pekerjaan dari berbagai industri dan perusahaan. Dengan fitur pencarian yang canggih dan kemampuan untuk menyaring berdasarkan lokasi, gaji, dan jenis pekerjaan, Glints membantu pencari kerja menemukan peluang yang sesuai dengan kebutuhan dan minat mereka.",1
"Aplikasi glints ini user friendly/mudah digunakan banget, ga ribet banyak lowongan yang sesuai dengan pasion aku juga, apalagi saat proses pencarian lowongan kerja sampe cara melamar nya mudah banget",1
Aplikasi terbaik untuk mencari lowongan pekerjaan. Sangat membantu sekali karna lengkap dan tampilannya yang friendly. Selain itu fiturnya sangat mudah digunakan. Ayok download glints sekarangg,1
"Glints apps sangat membantu saya menemukan pekerjaan impian saya setelah hampir 1 bulan menjadi jobseeker. Aplikasinya sangat mudah digunakan, fiturnya juga lengkap dan mudah dimengerti dan tidak memakan banyak penyimpanan di ponsel. Terimakasih Glints Apps ðŸ’¯",1
"Aplikasi ini sangat bermanfaat bagi saya,disaat saya mencari loker aplikasi ini sangat membantu saya",1
Wahhh baguss bangtt ini yang buat nyarii kerja gampang jugaa dipahamin rekomendasi bangtt nihh app,1
Cocok banget buat fresh graduate yg lg cari kerja.. Fitur aplikasi mudah dipahami dan juga banyak kelas untuk mengembangkan skill.. Setiap tanya lowongan pun selalu direspon..,1
"Kebetulan lagi nyari-nyari loker dan dapat rekomendasi dari temen untuk pake aplikasi glints. Aplikasinya mudah digunakan, lokernya banyak. Tidak hanya loker, ternyata ada juga fitur komunitas yang sangat membantu.",1
aplikasi gampang digunakan dan mudah dimengerti,1
Aplikasi yg bermanfaat dan mempermudah bagi kita yang lagi cari kerja,1
"Cukup membantu untuk terkoneksi dengan orangÂ² hebat yang punya segudang pengalaman, bisa menjadi tempat berkeluh kesah, saling support dan menguatkan, untuk lowonganÂ² pekerjaan perlu lebih ditingkatkan lagi up grade nya, karena tak jarang yang ditampilkan banyak yg hampir injuri time masanya. Terimakasih.",1
"aplikasi yang membantu untuk para jobseekers, lowongan profesional dan non profesional banyak tersedia, sangat user friendly, dan lowongannya selalu mendapat respon",1
"Aplikasinya glints sangat membantu, mudah dipakai, user yang friendly ditambah fiturÂ² yang mudah dipahami. Pokoknya keceeðŸ‘",1
"aplikasi glints ini banyak banget lowongan yang sesuai, apalagi setiap lowongan pasti di respon dengan cepat, jadi ga bingung , pengguna aplikasinya juga mudah",1
"aplikasi ini sangat membantu lowongan kerjanya pun selalu akurat dan fast respon,semua fitur fitur pada aplikasi ini sangatlah mudah untuk dipahami dan perkembangan aplikasinya sangat bagus",1
"Aplikasi keren. Lowongan pekerjaan lengkap dan uptodate. Jadi bisa sesuaikan dengan passion dan background kita. Tampilan friendly user, mudah digunakan gak ribet. Ada fitur komunitas nya juga yang sangat membantu. TOP BANGET",1
"Oke aplikasinya, mudah'an saya dapat pekerjaan melalui aplikasi glints",1
Aplikasi sangat mudah mencari pekerjaan,1
"Aplikasi ini benarÂ² mudah sangat mudah, dalam mencari lowongan pekerjaan, dan lowongannya banyak banget, ada lowongan profesional mau non profesional. Respon CS nya juga sangat cepat, dan ramah",1
"fitur loker ""baru ditambahkan"" ga berurutan dan masih ditemui loker sebulan lalu di urutan pertama. semoga di perbaiki lagi ya, sejauh ini udh bagus aplikasinya",1
Aplikasinya Sangat membantu dan fiturÂ² nya mudah di pahamj tampilannya juga user friendly jadi tidak membingungkan bagi pengguna lain dan tentu bisa mempermudah pekerjaan di app ini,1
Kasih 3 dulu kalo.memang oke dari sisi respons perusahaannya saya tingkatkan lagi bintang nya..,1
"Cocok banget buat pejuang pencari kerja, dengan fitur simple yang gampang banget dimengerti, info loker terupdate dan ada fitur apply cv yang memudahkan pencari kerja untuk kirim cv mereka.",1
Semejak ada aplikasi glints cari kerja jadi mudah...,1
Aplikasi recommended banget buat yang lagi cari lowongan pekerjaan. Fitur fitur di glints lengkap dan mudah di pahami,1
Halo kenapa lowongan kerja nya gak diperbarui kayak stuck seminggu an gitu saya kasih bintang 3 dulu,1
"Aplikasi yang mudah digunakan dan diakses oleh para pencari kerja, tinggal download, instal terus registrasi dengan email, terus cari deh lowongan kerja yang sesuai. Selain itu tampilannya keren, fiturnya lengkap dan yang paling penting lowongan kerja yang diposting banyak.",1
"Aplikasi ini dapat memudahkan kita mencari pekerjaan online, yang cara pakai app mudah sekali. Pengguna baru juga langsung paham dengan fitur yang simpel. Loker yang tersedia juga berbagai macam bisa pilih sesuai kriteria",1
"Aplikasi yang sangat bermanfaat dan sangat membantu untuk mencari lowongan pekerjaan, fiturnya juga mudah dipahami dan banyak lowongan yang ditawarkan sehingga dapat memilih pekerjaan yang sesuai dengan keahlian kita",1
Apknya nya bagus nyari lowongan kerja pun gampang terimakasih glints,1
"Nggak susah lagi cari lowongan kerja sesuai kapasitas kita. Di aplikasi Glints, info lowongan baru selalu ada dan mudah melamar kerja. Aplikasinya rapi dan ada forum diskusi saling sharing antar pencari kerja. Sangat direkomendasikan ðŸ‘ðŸ‘",1
"Saya lagi nyariÂ² lowongan kerja, dan ketemu aplikasi ini yang sangat membantu karena banyak kelas yang related buat ngimbangin skills sebelum terjun ke dunia kerja , banyak lowongan profesional dan profesional juga. App nya juga mudah digunakan",1
"Akhirnya nemu aplikasi cari lowongan yg tepat,aplikasinya sangat mudah di pahami apalagi bahasanya bisa milih. Pokoknya aplikasi cocok banget buat org yg lagi cari pekerjaan",1
"Aplikasinya ngebantu banget buat yang lagi cari lowongan pekerjaan... Fitur-fitur di glints lengkap dan mudah dipahami, terus semuanya usefull... Pokoknya recommended buat yang lagi cari cari loker",1
"Saya di suruh download aplikasi glin job sama teman saya, dan saya download ternyata benar saya dapat lebih mudah untuk mencari pekerjaan, dan baruÂ² ini juga ada apk yang memanjakan klaiyen baru/ member baru yang ingin mencari tempat magang atau ingin mengasah keahlian. Selain itu, terdapat fitur lainnya yang dapat membantu mengeksplor kemampuan yg lebih jauh.",1
"Aplikasi sangat membantu buat aku yang baru lulus ,banyak lowongan",1
"Aplikasinya bagus. Pencarian kerjanya sesuai domisili, info lowongannya selalu update.",1
"Aplikasinya sangat membantu, fitur"" juga mudah dipahami, disini bisa ngimbangin skill jugaa, respon juga cepat, lowongan profesional dan non profesional sangat banyak the best buat apk iniðŸ‘ðŸ‘",1
Download gliants buat cari info lowongan disekitar. Aplikasinya sangat membantu dengan Fitur fitur yang sangat mudah.. Glian=info lowongan disekitar.,1
"Aplikasi ini dapat memudahkan kita mencari pekerjaan online, yang cara pakai app mudah sekali. Pengguna baru juga langsung paham dengan fitur yang simpel. Loker yang tersedia juga berbagai macam bisa pilih sesuai kriteria",1
"Aplikasi ini sangat mudah digunakan, karena tampilannya yang simple. Selain itu, aku juga terbantu banget buat nyari kerjaan sampingan. Banyak juga kelas yg bisa diikutin buat ngembangin skill.",1
"Lowongan kerja di posting berkali-kali, kadang postingan sudah berbulan-bulan yang lalu masih ada. Proses recruitment lama, setelah melamar tidak ada kejelasan, kebanyakan lowongan untuk profesional dengan tingkat pengalaman yang tinggi ðŸ˜… Lowongan pekerjaan tidak variatif., aplikasi yang terlalu sering pembaharuan.",1
"Aplikasi nya sangat rekomended bgt memudahkan banyak orang dalam mencari pekerjaan. Fitur"" nya lengkap mudah di pahami. Bisa juga mengembangkan minat dan bakat seseorang.",1
"aplikasi glints buatku sangat membantu, mudah untuk dapat pekerjaan diaplikasi ini. banyak lowongan kerja, fiturnya simple, dan melamar pekerjaan mudah diterima",1
"Aplikasi ter the best ini mah, rekomendasi banget buat yang lagi kerja",1
"Aplikasinya bagus, apalagi untuk fresh graduate. Pengisian profil dan cv cukup mudah. Ada kelas gratis yg bisa diikuti juga. Filter pekerjaan dan daerah memudahkan pengguna untuk mencari info loker yg diinginkan.",1
Bagus banget buat para kandidat yang sedang mencari kerjaan disni,1
"Dlm aplikasi ini banyak bgt lowongan pekerjaan profesional dan non profesional, lowongan yang udah diapply pun dapet respon yang 1. Selain itu, banyak juga kelas untuk ngembangin skills. Fitur-fiturnya mudah digunakan jadi aplikasinya user friendly.",1
"1. Mesin pencarian menampilkan hasil yang sangat TIDAK relevan. 2. Ketika muncul notifikasi loker, kemudian diklik, aplikasi tidak menampilkan sesuai notifikasi. Malah stuck di homepage. 3. Ketika mencari lowongan via browser dan mencoba dihubungkan ke app, link loker dari browser tidak berhasil dibuka. Stuck di homepage juga. Semoga diperbaiki segera.",-1
Glints lagi ngebug ya? Masa masukin password aja gak bisa?! Padahal passwordnya kemungkinan besarnya benar. Terus sekarang katanya intinya bermasalah sama koneksi internet lagi. Haduh.. haduh.. Tolong diperbaiki ya. Tengs.,-1
"Fitur filter nya ga berguna.. set tanggal, tetap yang muncul relevansi.. Set wilayah, tetap semua wilayah muncul.. Mending tidak usah di beri fitur pilihan, biar tidak makan tempat... Payah",-1
Dari dulu sampe skrang udh sering update tapi fitur kolom pencariannya GAK PERNAH BERGUNA. Nyarinya A yang keluar malah Z wkwkw. Masa fitur fungsinya kalah sama apk2 yg baru keluar.,-1
"Tidak bisa masuk entah kenapa erorr Untuk Pencarian kurang relevan, harusnya jika pencarian di area tertentu yang ditampilkan seluruh indonesia",-1
"Yang muncul itu itu saja hanya wiliyah tertentu yg muncul lokernya, pencarian sesuai wilayah percuma ga guna juga , jadi mohon maaf Aplikasi nya saya uninstall dan saya kasih bintang 1.",-1
"setelah diupdate malah tidak bisa login, sempat diinstal ulang malah tidak ada koneksi padahal sudah tersambung wifi atau data",-1
"Kekecewaan saya terhadap aplikasi ini beberapa memenuhi kriteria bahkan saya punya apa yg mereka cari, tapi ga ada satupun yg memanggil untuk interview sedangkan di aplikasi sebelah saya baru apply langsung dapat panggilan untuk interview",-1
"Menurut saya aplikasi ini bagus, banyak mengshare lowongan pekerjaan, akan tetapi sangat di sayangkan responnya kurang",-1
Maaf saya kasih segini dulu. Harusnya glints membuat suatu hal yg berbeda dari yang lain. Ketika pelamar ditolak jawabannya sangat normative sehingga tidak ada feedback balik secara jelas kenapa di tolak. Feedback murni itu bisa menjadi kritik dan masukan untuk pelamar.,-1
"Kadang suka ngelag, notif lamaran muncul, tapi pas diklik ga kebuka. Wilayahnya beda juga, ga akurat",-1
"Aplikasinya mengecewakan, padahal udah disetting ke bahasa indonesia masih tetep bahasa inggris aja, saya uinstal aja",-1
Susah juga ya sudah cari aplikasi terbaik tapi sampe detik ini belum dapat panggilan kerja satupun.. ðŸ˜­,-1
"Gak ada panggilan job. Ini aplikasi bohong. Udah ratusan lamaran di jatuhkan, satupun gak ada yang jebol. Udah orang kenak PHK malah di PHP lagi sama aplikasi ini.",-1
ðŸ˜­ðŸ˜­ðŸ˜­kenapa lemoooott.. padahal sinyal lagi bagus buat browsing lainnya lancar sejahterakan,-1
"Percuma ada update yg bisa lihat remote di tampilan pekerjaan luar kalo ternyata pekerjaan tsb tidak benar benar remote. Tulisan nya aja remote tp wkt dibuka pekerjaan WFO. Ini berbahaya bgt sih. Karena user akan mengira jika benar benar remote dan misalkan lolos cv, dan lanjut wawancara, recruiter menanyakan kesediaan untuk WFO, pasti keduanya kaget. User kaget karena ternyata bukan remote, recruiter kaget kenapa user ngira kalo kerjaannya remote. Ternyata yang salah Glints nya.",-1
"Kemarin masih bisa masuk ke aplikasinya dan sudah login. Hari gak bisa masuk ke aplikasinya karena muncul error ""terjadi kesalahan"" ketika login dengan google. Entah OAuth nya yg bermasalah atau servernya atau hal lainnya. Semoga bisa segera diperbaiki masalahnya.",-1
"Aplikasinya aneh, tiap ada notif loker dan kita klik, selalu pas masuk Aplikasinya gakpernah otomatis masuk ke loker yg tertera di notif.",-1
"makin kesini makin jelek. milih yg baru ditambahkan yg muncul berantakan, padahal kalo dulu bagus yg paling atas yg paling baru sekarang malah ngaur. udah bagus kek dulu sesuai malah dibikin jelek jadi absurd",-1
"Suka eror sendiri walau sudah uninstal dan instal ulang apk masih eror,muncul tulisan tdk ada koneksi internet.beberapa hari tdk dibuka mengharuskan login ulang,preferensi loker di notif tdk sesuai.lokasi saya tidak tersedia pd aplikasi.",-1
"Haloo min kenapa akun saya tidak bisa terbuka kembali ya??? Padahal saya sudah dapat panggilan kerja , tapi kenapa sistem nya seperti ini saya sangat kecew",-1
"Job yang ditampilkan dikit dibandingkan versi web, jadinya percuma ada aplikasi tujuan biar lebih mudah malah sama aja harus ke web untuk nyari pilihan job yang lengkap dan juga versi aplikasi banyak bugnya.",-1
"Tiba tiba log out, log in ulang gak bisa odhal udah bner smua, sy uninstal dan instal ulang malah no connection pdhal wifi dan pket data lancar smua",-1
"Kurang lengkap yah, contoh dr segi filter wilayah, iyasih bs pilih 3 tp masa jkt aja dibagi-bagi (gak ada pilihan jkt raya gtu buat keseluruhan), jd kan gbs pilih kota2 yg lain. Trus gak ada pilihan bidang retail jg, pdhl lg carinya itu",-1
"Aplikasi cacat.. Masa gak bisa masuk aplikasi, udah nunggu lama masih aja di loading screen.. Yang ngasih bintang 5 mungkin orang dalem.. Sangat tidak rekomen",-1
"Pengajuan dari aplikasi aneh, dengan lowongan yg sama dari aplikasi lain, justru di sini malah jarang sekali dicek oleh perusahaan dan uodate yg terlalu lama Saya dapat di tempat kerja yg lowongannya juga dibuka disini 3 minggu yg lalu, tapi yg berhasil tembus dari aplikasi Instagram. Tolong pihak aplikasj lebih serius menanggapi para perusahaan, kasihan pencari kerja yg responnya sangat lama dari pihak perusahaan",-1
"Bingung sama lowongan di aplikasi glints, lowongan berminggu-minggu bahkan berbulan-bulan lalu masih di tampilkan, padahal di pencarian di filter yang paling baru tetep yg keluar banyak lowongan2 basi",-1
"Bagus dan mudah juga cara penggunaannya. Tapi mohon, kolom surat lamaran jangan disediakan otomatis karena sering keliru dan kalau tidak hati-hati penulisan nama perusahaan jadi sering salah. Jadi biarkan kita isi sendiri saja daripada otomatis terisi dari surat lamaran sebelumnya. Pleaseã… ã…",-1
"Lengkap banget fiturnya dan banyak lowongan kerja yang ditawarkan, mulai dari kerjaan yang profesional dan non profesional semua ada. Gaperlu repot lagi pake banyak platform karena disini udah tersedia semua",-1
"Apk banyak erornya, PP gak bisa di ganti lah, data profil pengalaman, pendidikan, skill ke reset mulu balik lagi kaya akun baru, dikira gak capek apa ngelengkapinnya? ratusan lamaran gak ada satupun yang proses interview! kacau, kalo belum layak launching jangan dipaksain lah bikin gedeg pengguna aja. Udh fix uninstal menuhin memory aja gak guna",-1
"Jelek banget aplikasi ini, sumpah gw baru daftar semuanya udah lengkap & beres ,langsung tuh gw ngelamar ngelamar ke beberapa perusahaan , 2 hari kemudian tb tb akun gw keluar dari apl ini, padahal gw ngga ngapa ngapain hapus data hp juga ngga, coba login google ngga bisa juga , katanya kesalahan tidak di ketahui. Parah sih ngga rekomen pake aplikasi ini, mending pake aplikasi yang udah terbukti dari dulu kaya jobstreer, linkind dll.sumpah kecewa dengan kenyamanan yang di berikan apl ini.",-1
"Suka bgt kalo ada update lamaran dapet notifnya, tapi masih ada kurangnya: loker yg udah pernah diklik sama yg belum diklik gak ada bedanya, gak kya sebelah. Terus hasil pencarian lokernya juga banyak yg gak sesuai dg apa yg dicari",-1
Aplikasi terbaik yang saya coba nyesel sekali baru tau aplikasi ini. Susah-susah nyari loker sebelum kenal aplikasi ini. Tapi setelah tau jadi cukup simpel tinggal lewat android dan dowload aplikasi ini bisa dapat loker,-1
"5 hari yll di postingan sempet komen bagian notifikasi saya Refresh melulu. Ehh 2 hari setelah report malah bener2 gabisa di akses bagian notifikasi nya. Terpaksa uninstall,Klo dah di perbaiki baru balik lg ðŸ™‚",-1
"Fitur bidang kerja ga lengkap, lebih ke expert semua pilihan bidang nya, masa bidang retail aja ga ada disana. So buat yg lulusan SMA/SMK agak susah cari kerja disini",-1
"Daftar lowongan yang diberikan terkesan berulang, kurang ada sortir berdasarkan tanggal lowongan di posting. Daftar perusahaan cukup terbatas, mesti ada filter khusus mencegah adanya lowongan kerja palsu dari perusahaan tidak jelas.",-1
"Bagus, sayangnya menu diskusi untuk sesama jobseekernya dihilangkan, lalu tidak ada menu tampilan semua daftar pekerjaan dan dari semua tempat, malah terkotak-kotak jadi merepotkan",-1
"Begitu download masuk aplikasi gak bisa, hapus download sudah ada 15x tetap gak bisa buka aplikasi, aneh....kan?? Bukan 1 HP aja, sampai pakai 2 HP cobain...",-1
"Baru lulus tuh susah baget dapet kerjaan. Ternyata di aplikasi ini banyak banget loker loker. Lengkap lagi loker nya, berbagai kerjaan adaa. Pas banget buat yang susah dapet loker.",-1
"rekomend, banyak sekali lowongan pekerjaan yang ditawarkan, banyak kelas yang related untuk ngembangin skills, mudah digunakan bagi pemula jadi ga perlu bingung2",-1
"Ada bug Ketika sudah mengisi riwayat pekerjaan, pendidikan, skill Ketika keluar aplikasi dan membuka lagi data yg sudah diinputkan hilang",-1
"Apaan nih apk sering banget update baru beberapa hari aja udh disuruh update lagi , kalau ga di-update ga bisa dibuka. Kurang lengkap juga untuk informasi lowongan kerja nya .",-1
Ga enak bangeeet. Ga sesuai kl cari kerjaðŸ˜­. Yang dicari pekerjaan apa yang keluar malah pekerjaan lain. Udah di filter tapi ga berguna fiturnya. Mau di app atau web juga samaÂ² bikin bingung,-1
"Glints bukan hanya sekedar lowongan pekerjaan, namun juga banyak informasi trik dan tips cara melamar pekerjaan yang benar. Disini juga menambah relasi. Cocok untuk jobseeker.",-1
Udah puluhan lamaran di lampirkan nggak ada Nemu respon. Lowongan di aplikasi banyak di lampirkan tapi saat melamar pekerjaan tidak ada titik terang. Lampiran pekerjaan hoak.,-1
"Ini aplikasi kok gak bisa ganti foto profil gagal terus yaaa ?? Mana lokerÂ² nya juga pada php gitu, bukan apaÂ² dari pertama punya glints sampai sekarang gak ada responÂ² dari perusahaan, padahal sering gantiÂ² cv biar di lirik dan di respon perusahaan ... tolong diperbaiki lagi yaaa agar bisa ganti foto profil nya ...",-1
"Kenapa sih baru kemarin update sekarang minta update mulu?? Kayaknya setiap minggu update mulu. Terlalu banyak update bikin memori penuh karna glints doang.. Kalau mau update 1bln sekali jangan tiap hari, capek banget dikit dikit upload kuota ikut ke buang. Mana gak bisa buka glints sebelum update",-1
Ribet terlalu sering update. Mana kalo udah ada pemberitahuan update aplikasi udh ga bisa dipakek dan wajib update. Sangat tidak memudahkan pengguna. Setahun ada kali 10 kali update.,-1
"Saya kecewa bgt, saya kecewa karena ga bisa login, selalu loading lama bgt saya tunggu, ujung ujungnya Lougout sendiri, saya login lagi masih sama saja, padahal jaringan dan kondisi HP saya masih bagus",-1
1 hal yang menggangu buat saya untuk aplikasi glints ini adalah entah knp saat buka menu chat loading nya lama dan gak jarang gagal loading padahal gak ada masalah di internet,-1
Semua lamaran yang di ajukan tidak ada yg di proses lebih lanjut. Apakah lowongan yg dibuka hanya formalitas ?. Untuk menarik peminat untuk melamar ?. Banyak lamaran yg sy sdh ajukan dan beberapa masuk daftar terpilih untuk proses tahap lebih lanjut namun sudah 2 bulan tidak ada kelanjutan. Status di aplikasi masih berjalan masuk daftat terpilih. Sangat mengecewakan maintenance terhadap client perusahaan yg membuka lowongan.,-1
"Bintang 3 dulu sejak pertama install udah ada seratus lamaran tidak ada kelanjutannya beda sama aplikasi sebelah, dan aneh nya lokernya berbulan bulan masih open dengan posisi yang sama",-1
Aplikasi glints sangat memudahkan untuk kami yang sedang mencari pekerjaan tidak perlu bingung lagi mau mendapatkan informasi lowongan pekerjaan proses yang sangat cepat banget,-1
"Filter lokasi sering diluar yang kita tentukan, misalnya kita ingin hanya kota A B saja yang ditampilkan. Nyatanya bisa saja sampai yang diluar pulau di tampilkan jadinya berantakan",-1
Terlalu banyak perusahaan yang bikin PHP. Ketika surat lamaran saya berubah menjadi masuk daftar terpilih tapi ga ada informasi selanjutnya via email atau wa dari perusahaan yang membuka loker via glintsðŸ˜­ Tolong dong lebih di filter lagi perusahaan yang serius lagi buka lowongan kerjaðŸ™,-1
Aplikasi nya kurang memuaskan masa udhh kirim lamaran lowongan nya udhh ditutup ajaa... Padahal postingan lowongan nya baru beberapa jam yg lalu udhh gtu msh ada 2 lamaran saya yg blm proses tolong lahh diperbaiki lg aplikasi nya saya lg butuh pekerjaan ini,-1
"Aplikasi tidak bisa dibuka di hp, sudah berulangkali uninstal terus instal lagi, hasil ya tetep nihil, tetap gabisa dibuka disuruh refressh terua tapi sama aja",-1
"Overall udah oke, namun terkadang error terjadi ketika beberapa saat membuka aplikasi dan klik tiap menu, halaman yang muncul tidak dapat di scroll.",-1
"Sudah bagus dari segi UI, tapi UX-nya beberapa kali mengganggu, contohnya saat loading screen.",-1
"Kurang berguna lama lama karna keseringan update terus. Loker pun kurang update. Tolong dong pihak glints jangan update terus terusan, mending yang di update lokernya ajaðŸ™ðŸ»",-1
"sebelumnya lamar pake laptop bisa dibuka, pas buka di hp muncul ada gangguan, trus uninstal dan di instal lagi pas login ga bisa muncul terjadi kesalahan, ada apa ini?",-1
Stuck di opening Glints selama -+45detik Selesai apply tidak bisa diklik pekerjaan yang direkomendasikan menambahkan bookmark notif delay/tidak muncul sehingga mengklik 2x ternyata tidak tersimpan,-1
"Sebelumnya apk bisa digunain,sekarang gabisa masuk cuma halaman awal aja tulisan glints, coba di uinstall terus download lagi berkalikali gabisa juga. Tolong di perbaikin",-1
"setelah update malah sering freeze dan frce close! makin parah aplikasinya, di update bukan tambah bagus malah sebaliknya!!",-1
"Sistemnya gak jelas, banyak melamar dihampir semua perusahaan yang sesuai dengan persyaratan, namun gak pernah sekalipun ada panggilan untuk interview.",-1
"tidak ada fitur FOLLOW UP lamaran. utk follow up lamaran harus melalui website baru ada menu fitur Follow Up, ribet. buat apa dibikin aplikasinya kalo harus masuk website juga!",-1
Aplikasinya ngapa dah setelah di upgrade jadi nya tiap kali mau apply harus isi deskripsi diri dulu. Maren kagak padahal pas awal download nya.,-1
Sangat membatu untuk mencari pekerjaan,-1
"Saya baru download aplikasinya, tapi kenapa tidak bisa dibuka ya?? Hanya berhenti di halaman pembukaan saja. Tidak lanjut masuk ke halaman aplikasi",-1
"Percuma aja nyari kerja pake aplikasi glints. Mau kerja nulis freelance, malah dikasih kerja hotel. Mau kerja editor, malah dikasih kerja kapal pesiar. Ini gimana sih?",-1
"Katanya abis update besar2an, tapi kok ga bisa login, malah stuck di layar logo glints nya, padahal sebelum update bisa masuk",-1
"Entah saya ga ngerti atau gmn, kadang males klo cari lowongan dengan bidang Ama kotanya harus pilih satu satu, info dong d apk ini bisa nampilin kerjaan apapun d kota manapun ga?",-1
"Sepertinya perlu fitur batalkan lamaran , karena perlu di hapus terutama lamaran lamaran yang tidak cocok dan terlantar status nya tidak ada update",-1
"Halo glints, Sy mau kompalin. Saya udah beli kelas webinar 1 sesi. Tapi sampai sudah lewat jam buka kelas, saya tidak bisa masuk. Ini knpa kak?? Klo gk bisa masuk, buang2 uang dong beli kelas webinar.. kecewa banget ðŸ˜®â€ðŸ’¨ðŸ˜®â€ðŸ’¨",-1
Parah neh aplikasinya. .. ngeply gak pernah ada respon dari pihak perusahaan nya.. php doang .,-1
"Aplikasi g guna, bnyk PT penipuan.Pasang loker tpi PT yg di lamar tutup g terima loker ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ¤¦ðŸ»â€â™‚ï¸.",-1
"Capek lamar sana sini, gak ada yg keterima, minimal di panggil pun tidak ada, padahal sudah sesuai permintaan perusahaan",-1
Sangat jelek masih bagus apk kita lulus,-1
Gak jelas bingung buat upload CV karna gagal susah buat yg awam seperti saya,-1
"sudah melamar tapi blm ada hasil 1,gatau lagi apa harus rampok/jadi begal buat tutupin tangung jawab",-1
"Belum pernah sama sekali ngelamar lewat sini terus keterima minimal interview aja, dan sempat nemu beberapa loker kita lamar ternyata bodong pas mereka WA kita.",-1
Aplikasi mudah dan ringan dlm mencari pekerjaan. Tidak perlu khawatir tidak mendapat pekerjaan jika sdh memasang aplikasi ini...,-1
"Tidak bisa masuk dari LinkedIn, login dari LinkedIn terus bermasalah. Keterangannya, terjadi kesalahan koneksi",-1
keseringan update mulu. dikit dikit update. kalo ga diupdate gabisa buka aplikasinya. PAYAH.,-1
"1. Lamaran yang saya masukkan ditolak semua oleh pihak rekrutiter padahal semua sudah memenuhi kualifikasi. 2. Data di profil saya seperti pengalaman kerja, pendidikan terakhir, skill, menghilang begitu saja",-1
Aplikasi ini overall bagus. Proses lamarannya juga cepet di proses. Tapi ga tau selama saya apply di sini selalu ditolak bahkan admin yang pasang job nya mungkin belom baca cv saya.,-1
"Glints ini bagus sih, cuman sedih aja tiap udah tes suka d gantung mulu ðŸ˜ª, bisa ga ada notifikasi lagi kalo sudah tes itu batas nya sampai kapan biar ga nge gantung lohðŸ˜ª",-1
"Aplikasinya bagus untuk yang lagi cari kerja, ini juga bisa ngasi bantuan untuk folow up lamaran yahh jadi ga usah ribet,,",-1
"buat yang binggung nyari loker langsung aja ke glints,banyakk lowongannya, banyak opsi buat ngembangin skills jugakk, fiturnya lengkap",-1
"Apa ini beneran aplikasi kerja, kelihatannya cuman omong kosong doang",-1
"padahal cv nya bukan isi otomatis tapi selalu ke kirim cv yang sebelumnya di kirim ke pt lain, haduhhh mana gak bisa di edit lagi. parah siii fatal bgt",-1
"Sampah Gimmick.... Gak perlu masukin kota, kalau hasilnya masih luar pulau..",-1
"Fitur semakin memburuk, filter pencarian kerja tidak berfungsi.",-1
"Banyak eror, keseringan update, logout sendiri...",-1
Tidak dapat dibuka padahal sudah tersambung ke internet tapi muncul tulisan tidak ada internet,-1
"Saran min, pas mencet tombol ""lamar"" dikasih pilihan lagi semisal yakin/tidak gitu, kadang pas masih ngetik surat lamaran ga sengaja kepencet, jdi surat yg blom selesai tau2 kekirim",-1
